"title","abstract","link","pdf","date","subject","authors","bibtex","id","pdf_name","extraction_date","node"
"Olanzapine Combined with 5-HT3 RA Plus Dexamethasone for Prevention and Treatment of Chemotherapy-Induced Nausea and Vomiting in High and Moderate Emetogenic Chemotherapy: A Systematic Review and Meta-Analysis of Randomized Controlled Trials","Objectives: We performed a pooled analysis to evaluate the efficacy and adverse events (AEs) of olanzapine combined with dexamethasone plus compared with 5 HT3 RA plus dexamethasone for the prevention and treatment of chemotherapy-induced nausea and vomiting (CINV) in high and moderate emetogenic chemotherapy based on randomized controlled trials (RCTs).
Methods: PubMed, EMBASE, Web of Science, the Cochrane Library, China Biomedical Literature database (CBM), WanFang Database, China National Knowledge Infrastructure (CNKI), and Chinese Science and Technology Periodical Database (VIP) (from their inception to April 2019) were searched to capture relevant  articles. Relative risk (RR) with 95% confidence intervals (CIs) for CINV and AEs were all extracted or calculated.
Result: Eleven studies with 1107 cancer patients were involved in this review. The pooled RR of delayed CINV (RR=0.50, 95%CI: 0.38 0.66, P<0.01) were significant decreased in olanzapine group. Besides, the occurrence of insomnia was statistically decreased. The rate of acute CINV (RR=0.60, 95%CI: 0.48 0.75, P<0.01) was also significant decreased. However only the percent of CINV III and CINV IV were significant deceased in acute and delayed phase. Subgroup analysis demonstrated that the efficacy was no statistically significant difference between 5mg and 10mg for olanzapine. 
Conclusion: Olanzapine significant decreased the occurrence of CINV III and CINV IV and insomnia in high and moderately emetogenic chemotherapy. Compared with 10mg per day, 5mg oral may be more appropriate for patients with cancer.","/content/10.1101/19009456v2?versioned=TRUE","/content/10.1101/19009456v2.full.pdf","2019-11-18","Oncology
","Zhou","/highwire/citation/70221/bibtext",11,"211119-11","21/11/2019","70221"
"Violin plot data: A concerto of crucial information on valve thrombogenicity categorized in vitro by valve motion and inferred flow velocity","Abstract:
Objectives 
This in vitro study compares mechanical (MHV) and bioprosthetic (BHV) heart valves for high amplitude short duration regional flow velocities (RFV) near valve closure.
Background 
We previously tested several clinical and prototype valves and observed RFV at levels which may be related to a dimensionless thrombogenic potential (TP).  
Methods 
A total of four valves were tested in aortic and mitral sites under pulsatile circulation in a pulse duplicator. Valves included both clinical models and experimental prototypes. An optical approach measuring projected dynamic valve area (PDVA) to gauge valve motion was implemented. Pulsatile pressures and flow rates were measured by conventional techniques and a quasi-steady flow tester was used to measure valve leakage. RFV was derived using time-dependent volumetric flow rate/PDVA. Since flow velocity and fluid shear force are related through flow velocity gradient, TPs for valves that achieve near closure during the forward flow deceleration phase were determined as RFVs relative to the control mechanical valve RFV value of -126 m/s.  
Results
TP is dimensionless and ranged between -0.45 and +1.0. Negative TPs arise when transient rebound of valve occluders is accompanied by water-hammer phenomena. Positive TPs occur during the decelerating forward flow. Bioprostheses had lowest TP transient of 0.15 with exception of a mock-transcatheter aortic valve (mTAVI) that incorporated by design a trivial perivalvular leak (~1.35 ml/s). This device demonstrated a remarkably high transient TP of 0.95. The control mechanical valves had the highest TP of 1.0. The study implicates TP transients near mechanical valve closure, and not forward or non-flow phases, as primary to shear induced activation of the coagulation cascade.
Conclusions
Our data reveals distinct TP profile differences between valve models. If verifiable, the design of future valves may utilize currently available experimental tools to determine TPs resulting in advanced devices with significantly reduced TP.","/content/10.1101/19009407v2?versioned=TRUE","/content/10.1101/19009407v2.full.pdf","2019-11-18","Cardiovascular Medicine
","SCOTTEN","/highwire/citation/70222/bibtext",12,"211119-12","21/11/2019","70222"
"Behavioral effects of multiple-dose oxytocin treatment in autism: A randomized, placebo-controlled trial with long-term follow-up","Background
Intranasal administration of the prosocial neuropeptide oxytocin is increasingly explored as a potential treatment for targeting the core characteristics of autism spectrum disorder (ASD). However, long-term follow-up studies, evaluating the possibility of long-lasting retention effects are currently lacking. 
Methods
Using a double-blind, randomized, placebo-controlled, parallel design, this pilot clinical trial explored the possibility of long-lasting behavioral effects of four weeks of intranasal oxytocin treatment (24 International Units once daily in the morning) in 40 adult men with ASD. To do so, self-report and informant-based questionnaires assessing core autism symptoms and characterizations of attachment were administered at baseline, immediately after four weeks of treatment (approximately 24 hours after the last nasal spray administration), and at two follow-up sessions, four weeks and one year post-treatment.
Results
No treatment-specific effects were identified in the primary outcome assessing social symptoms (Social responsiveness scale, self- and informant-rated). In particular, with respect to self-reported social responsiveness, improvements were evident both in the oxytocin and in the placebo group, yielding no significant between-group difference (p= .37). Also informant-rated improvements in social responsiveness were not significantly larger in the oxytocin, compared to the placebo group (between-group difference: p= .19). 
Among the secondary outcome measures, treatment-specific improvements were identified in the Repetitive Behavior Scale and State Adult Attachment Measure, indicating reductions in self-reported repetitive behaviours (p= .04) and reduced feelings of avoidance towards others (p= .03) in the oxytocin group compared to the placebo group, up to one month and even one year post-treatment. Treatment-specific effects were also revealed in screenings of mood states (Profile of Mood States), indicating higher reports of vigor (feeling energetic, active, lively) in the oxytocin, compared to the placebo group (p= .03). 
Conclusions
While no treatment-specific improvements were evident in terms of core social symptoms, the current observations of long-term beneficial effects on repetitive behaviors and feelings of avoidance are promising and suggestive of a therapeutic potential of oxytocin treatment for ASD. However, given the exploratory nature of this pilot study, future studies are warranted to evaluate the long-term effects of OT administration further.","/content/10.1101/19012112v1?versioned=TRUE","/content/10.1101/19012112v1.full.pdf","2019-11-18","Psychiatry and Clinical Psychology
","Bernaerts","/highwire/citation/70215/bibtext",13,"211119-13","21/11/2019","70215"
"Post-discharge Acute Care and Outcomes in the Era of Readmission Reduction: A National Retrospective Cohort Study of Medicare Beneficiaries in the United States","Background: With incentives to reduce readmission rates in the United States, there are concerns that patients who need hospitalization after a recent hospital discharge may be denied access, which would increase their risk of mortality.

Objective: We determined whether patients with hospitalizations for conditions covered by national readmission programs who received care in emergency department (ED) or observation units but were not hospitalized within 30 days had an increased risk of death. We also evaluated temporal trends in post-discharge acute care utilization in inpatient units, emergency department (ED) and observation units for these patients.

Design, Setting, and Participants: In this observational study of national Medicare claims data for 2008-2016, we identified patients 65 years of age and older hospitalized with heart failure (HF), acute myocardial infarction (AMI), or pneumonia, conditions included in the HRRP.

Main Outcomes and Measures: Post-discharge 30-day mortality according to patients' 30-day acute care utilization. Acute care utilization in inpatient and observation units, and the ED during the 30-day and 31-90-day post-discharge period. 

Results: There were 3,772,924 hospitalizations for HF, 1,570,113 for AMI, and 3,131,162 for pneumonia. The overall post-discharge 30-day mortality was 8.7% for HF, 7.3% for AMI, and 8.4% for pneumonia. Risk-adjusted mortality increased annually by 0.05% (95% CI, 0.02% to 0.08%) for HF, decreased by 0.06% (95% CI, -0.09% to -0.04%) for AMI, and did not significantly change for pneumonia. Specifically, mortality increased for HF patients who did not utilize any post-discharge acute care, increasing at a rate of 0.08% per year (95% CI, 0.05% to 0.12%), exceeding the overall absolute annual increase in post-discharge mortality in heart failure, without an increase in mortality in observation units or the ED. Concurrent with a reduction in 30-day readmission rates, 30-day observation stays and visits to the ED increased across all 3 conditions during and beyond the post-discharge 30-day period. There was no significant change in overall 30-day post-acute care utilization.

Conclusions: The only condition with an increasing mortality through the study period was HF; the increase preceded the policy and was not present among those received ED or observation unit care without hospitalization. Overall, during this period, there was not a significant change in the overall 30-day post-discharge acute care utilization.","/content/10.1101/19002162v2?versioned=TRUE","/content/10.1101/19002162v2.full.pdf","2019-11-15","Health Policy
","Khera","/highwire/citation/70214/bibtext",14,"211119-14","21/11/2019","70214"
"Semantic computational analysis of anticoagulation use in atrial fibrillation from real world data","Atrial fibrillation (AF) is the most common arrhythmia and significantly increases stroke risk. This risk is effectively managed by oral anticoagulation. Recent studies using national registry data indicate increased use of anticoagulation resulting from changes in guidelines and the availability of newer drugs. 
The aim of this study is to develop and validate an open source risk scoring pipeline for free-text electronic health record data using natural language processing. 
AF patients discharged from 1st January 2011 to 1st October 2017 were identified from discharge summaries (N=10,030, 64.6% male, average age 75.3 Â± 12.3 years). A natural language processing pipeline was developed to identify risk factors in clinical text and calculate risk for ischaemic stroke (CHA2DS2-VASc) and bleeding (HAS-BLED). Scores were validated vs two independent experts for 40 patients.
Automatic risk scores were in strong agreement with the two independent experts for CHA2DS2-VASc (average kappa 0.78 vs experts, compared to 0.85 between experts). Agreement was lower for HAS-BLED (average kappa 0.54 vs experts, compared to 0.74 between experts).
In high-risk patients (CHA2DS2-VASc >2) OAC use has increased significantly over the last 7 years, driven by the availability of DOACs and the transitioning of patients from AP medication alone to OAC. Factors independently associated with OAC use included components of the CHA2DS2-VASc and HAS-BLED scores as well as discharging specialty and frailty. OAC use was highest in patients discharged under cardiology (69%).
Electronic health record text can be used for automatic calculation of clinical risk scores at scale. Open source tools are available today for this task but require further validation. Analysis of routinely-collected EHR data can replicate findings from large-scale curated registries.","/content/10.1101/19011643v2?versioned=TRUE","/content/10.1101/19011643v2.full.pdf","2019-11-15","Health Informatics
","Bean","/highwire/citation/70211/bibtext",15,"211119-15","21/11/2019","70211"
"The effects of stress on the driving abilities of paramedic students - a pilot, simulator-based study.","Background
Previous research has suggested that stress may have a negative effect on the clinical performance of paramedics. In addition, stress has been demonstrated to have a negative impact the driving abilities of the general population, increasing the number of driving errors. However, to date no studies have explored stress and its potential impact on non-clinical performance of paramedics, particularly their driving abilities.


Methods
Paramedic students underwent emergency driving assessment in a driving simulator before and after exposure to a stressful medical scenario. Number and type of errors were documented before and after by both driving simulator software and observation by two observers from the research team. The NASA Task Load Index (TLX) was utilised to record self-reported stress levels.

Results
36 students participated in the study. Following exposure to a stressful medical scenario, paramedic students demonstrated no increase in overall error rate, but demonstrated an increase in three critical driving errors, namely failure to wear a seatbelt (3 baseline v 10 post stress), failing to stop for red lights or stop signs (7 v 35), and losing control of the vehicle (2 v 11). Self-reported stress levels also increased after the clinical scenario, particularly in the area of mental (cognitive) demand.

Conclusion
Paramedics are routinely exposed to acute stress in their everyday work, and this stress could affect their non-clinical performance. The critical errors committed by participants in this study closely matched those considered to be contributory factors in many ambulance collisions. These results stimulate the need for further research into the effects of stress on non-clinical performance in general, and highlight the potential need to consider additional driver training and stress management education in order to mitigate the frequency and severity of driving errors.","/content/10.1101/19003491v3?versioned=TRUE","/content/10.1101/19003491v3.full.pdf","2019-11-15","Occupational and Environmental Health
","Hines Duncliffe","/highwire/citation/70210/bibtext",16,"211119-16","21/11/2019","70210"
"Digitising point of care HIV test results to accurately measure, and improve performance towards, the UNAIDS 90-90-90 targets","Introduction:
High rates of pre-treatment loss to care among persons diagnosed with HIV persist. Linkage to care can be improved through active digitally-based surveillance. Currently, record-keeping for HIV diagnoses in South Africa is paper-based. Aggregated testing data are reported routinely, and only discordant findings result in a specimen being tested at a laboratory and digitised. 
Methods:
The Western Cape Province in South Africa has a Provincial Health Data Centre (PHDC) where person-level routine data are consolidated in a single database, leveraging the existence of a unique patient identifier. To facilitate improved surveillance, a pre-carbonated point-of-care test (PoCT) form was piloted, where one copy was routed to the centralised laboratory and digitised for PHDC inclusion. We evaluated the utility of the intervention using cross-sectional and retrospective cohort analyses, as well as comparisons with reported aggregate data.
Results:
From May 2017 to June 2018, 11337 digitised point-of-care HIV testing records were linked to the PHDC. Overall, 96% of records in the aggregate dataset were digitised, with 97% linked to the PHDC. Of those tested, 79% were female (median age 27 years). Linkage demonstrated that 51.3% of patients testing HIV-positive were retesting. Of those truly newly diagnosed, 81% were linked to HIV care and 25% were initiated on antiretroviral therapy immediately.
Conclusion:
Digitisation of PoCT results is feasible and provides individuated HIV testing data to assist in linkage to care and in differentiating newly diagnosed patients from positive patients retesting. Actionable and accurate data can improve the measurement of performance towards the UNAIDS 90-90-90 targets.","/content/10.1101/19012302v1?versioned=TRUE","/content/10.1101/19012302v1.full.pdf","2019-11-15","HIV/AIDS
","Jacob","/highwire/citation/70205/bibtext",17,"211119-17","21/11/2019","70205"
"Prevalence and associated occupational factors for low back pain among the bank employees in Dhaka City","Objective:  Low Back Pain (LBP) is one of the common health problems among full-time office employees that causes employees absenteeism from work.  The purpose of the study is to identify the association between occupational factors and LBP among full-time bank employees in Dhaka City.
Materials and Methods: We conducted a cross-sectional study with 593 full-time bank employees. The one-month complaints of LBP were administered by a musculoskeletal subscale of subjective health complaints by Eriksen et al. A logistic model was performed to identify variables associated with LBP, and a random forest technique was performed to identify the top 5 important variables.
Results: The one-month prevalence for LBP was found 36.6% among the bank employees and the prevalence was high (46.6%) for the 41 to 59-year-old age-group.  The multiple logistic regression analysis indicates that age (41-59 years) (OR:2.11, CI=1.21-3.74), obesity (OR:2.06, CI=1.01-4.21) and long working hours (>9 hours) (OR:1.42, CI=1.01-2.0) are positively associated with LBP.  Age and length of employment have a positive correlation of 0.87. The random forest technique identifies the top 5 important variables are, age, length of employment, long office hours, presence of chronic illness, and physical activity.  
Conclusion: LBP is highly prevalent in full-time bank employees.  The occupational factors like length of employment (>10 years) and long working hours (>9 hours) play a significant role in developing LBP among the bank employees. Moreover, the factors like age, chronic illness, obesity and physical activity should be taken into account in the prevention of LBP in bank employees.   

Keywords: Occupational Health, Low Back Pain, Bank employees, random forest, Bangladesh.","/content/10.1101/19012328v1?versioned=TRUE","/content/10.1101/19012328v1.full.pdf","2019-11-15","Public and Global Health
","Ali","/highwire/citation/70204/bibtext",18,"211119-18","21/11/2019","70204"
"A Query Taxonomy Describes Performance of Patient-Level Retrieval from Electronic Health Record Data","Performance of systems used for patient cohort identification with electronic health record (EHR) data is not well-characterized. The objective of this research was to evaluate factors that might affect information retrieval (IR) methods and to investigate the interplay between commonly used IR approaches and the characteristics of the cohort definition structure.

We used an IR test collection containing 56 test patient cohort definitions, 100,000 patient records originating from an academic medical institution EHR data warehouse, and automated word-base query tasks, varying four parameters. Performance was measured using B-Pref. We then designed 59 taxonomy characteristics to classify the structure of the 56 topics. In addition, six topic complexity measures were derived from these characteristics for further evaluation using a beta regression simulation.

We did not find a strong association between the 59 taxonomy characteristics and patient retrieval performance, but we did find strong performance associations with the six topic complexity measures created from these characteristics, and interactions between these measures and the automated query parameter settings.

Some of the characteristics derived from a query taxonomy could lead to improved selection of approaches based on the structure of the topic of interest. Insights gained here will help guide future work to develop new methods for patient-level cohort discovery with EHR data.","/content/10.1101/19012294v1?versioned=TRUE","/content/10.1101/19012294v1.full.pdf","2019-11-15","Health Informatics
","Chamberlin","/highwire/citation/70203/bibtext",19,"211119-19","21/11/2019","70203"
"Using Mobile Phones For Computer Aided Detection Of Anomalies On Chest Radiographs: Proof Of Concept","Mastering the art of interpreting chest radiographs can be a long and daunting process. We trained a neural network to classify photographs of chest radiographs into 6 groups. The trained model is hosted on a webserver. The model receives and processes photographs of chest radiographs taken using mobile phones. The system then informs the user the most probable diagnosis. Such systems could prove useful in low resource settings which do not have enough highly trained medical personnel and cannot afford the new generation of CAD based radiology equipment.","/content/10.1101/19012146v1?versioned=TRUE","/content/10.1101/19012146v1.full.pdf","2019-11-15","Radiology and Imaging
","Mitini-Nkhoma","/highwire/citation/70202/bibtext",20,"211119-20","21/11/2019","70202"
"The prevalence of hepatitis C virus (HCV) infection in ÃŸ-thalassemia patients in Pakistan: a systematic review and meta-analysis","Objective: Hepatitis C virus (HCV) infection is the most commonly reported bloodborne infection in Pakistan. Frequent blood transfusions in ÃŸ-thalassemia patients expose them to a high risk of HCV infection. The purpose of this paper is to summarize the current data on the prevalence of HCV infection among ÃŸ-thalassemia patients in Pakistan by using a systematic review and meta-analysis.
Design: Systematic review and meta-analysis. 
Participants: ÃŸ-thalassemia patients in Pakistan.
Data sources: Following PRISMA guidelines, a comprehensive literature search in PubMed/MEDLINE and EMBASE was performed to identify published articles reporting on the prevalence of HCV among ÃŸ-thalassemia patients in Pakistan. Only English language articles were considered. Two independent authors selected studies. The methodological quality of the included studies was assessed using the Quality Assessment Tool for Observational Cohort and Cross-Sectional Studies.
Results: The search conceded a total of 138 studies, of which 27 studies were finally considered for meta-analysis. The pooled prevalence of HCV in ÃŸ-thalassemia patients in Pakistan was 36.21% (95% CI: 28.98-43.75%) based on 5,789 ÃŸ-thalassemia patients, but there was considerable heterogeneity. Meta-analysis estimated the HCV prevalence among the ÃŸ-thalassemia patients at 45.98 % (95% CI: 38.15-53.90%) in Punjab, 31.81% (95% CI: 20.27-44.59%) in Sindh, and 28.04% (95% CI: 13.58-45.26%) in Khyber Pakhtunkhwa. Meta-regression analysis showed that geographical location was a key source of heterogeneity.
Conclusions: The pooled prevalence of hepatitis C virus among ÃŸ-thalassemia patients in Pakistan was 36.21%, but varies regionally within the country. The prevalence is higher than in neighboring countries. With the use of standard prevention procedures during blood transfusion, the risk of HCV transmission among ÃŸ-thalassemia patients could be controlled hence prevalence of HCV in ÃŸ-thalassemia patients could be reduced.","/content/10.1101/19011973v1?versioned=TRUE","/content/10.1101/19011973v1.full.pdf","2019-11-15","Hematology
","Akhtar","/highwire/citation/70201/bibtext",21,"211119-21","21/11/2019","70201"
"Evidence linking atopy and staphylococcal superantigens to the pathogenesis of lymphomatoid papulosis, a recurrent CD30+ cutaneous lymphoproliferative disorder","Background: Lymphomatoid papulosis (LyP) is a self-healing CD30+ cutaneous lymphoproliferative disorder (CLPD) with paradoxical histology of a malignant lymphoma. Case reports and small patient series suggest an association of LyP with atopy. However, the prevalence of atopy depends on patient recall which is not always reliable. More objective criteria of atopy include skin reactivity to allergens and IgE reactivity to allergens. This study was undertaken to determine if atopy is prevalent in LyP patients using IgE specific antibodies to aeroallergens, and if Staphylococcal aureus enterotoxins might be a pathogenic factors for LyP as proposed for other skin disorders. 
Methods: Thirty-one samples of  patients with CD30+ CLPD were tested for total serum IgE (IgE-t) and 10 IgE-specific airborne allergens with the Phadiatop multiallergen test, which if positive, is regarded as evidence of atopy. Sera was tested for IgE reactive against three Staphylococcal enterotoxins with superantigenic properties (SSAg-IgE). Control sera were obtained from adult subjects evaluated for rhino-sinusitis and a negative Phadiatop test. Patient history of atopy was obtained by retrospective chart review.
Findings: Nearly 50% of LyP patients had a positive Phadiatop test and IgE-t was increased compared to non-atopic controls. Seven of 28 (25%) LyP patients had at least one SSAg-IgE at the concentration used to define serologic atopy (0.35 kUa/L) compared to 3/52 (6%) controls (P= 0.028). TSST1-IgE was detected in 7 (23%) specimens of CD30CLPD, often together with SEB-IgE; SEA-IgE was not detected. TSST1-IgE exceeded the 0.35 kUa/L threshold in 3 (6%) controls. 
Conclusions: LyP patients have an increased prevalence of atopy as determined by the Phadiatop test and increased prevalence of SSAg-IgE compared to controls. Prevalence of serologic atopy exceeded that reported by patient medical history. The results support the hypothesis that an atopic diathesis and possibly SSAg contribute to the pathogenesis of LyP.","/content/10.1101/19012088v1?versioned=TRUE","/content/10.1101/19012088v1.full.pdf","2019-11-15","Allergy and Immunology
","Kadin","/highwire/citation/70199/bibtext",22,"211119-22","21/11/2019","70199"
